,val_loss,val_accuracy,loss,accuracy
0,0.12321985660929057,0.9596506953239441,1.2614394990065374,0.8529829382896423
1,0.49381566525143233,0.957091212272644,5.629832266437367,0.824961245059967
2,0.17829937443644195,0.957542896270752,2.494479762251712,0.8212164044380188
3,0.2616943865072221,0.928033709526062,0.8165228934573733,0.8122417330741882
4,0.21885026945151753,0.9302920699119568,0.5950805844415811,0.8137267827987671
5,0.28857782642836316,0.8426678776741028,0.5368144033122654,0.8288352489471436
6,0.31946656294110953,0.9447455406188965,0.6661447736719424,0.8150826692581177
7,0.23971264797030928,0.9117735624313354,0.7416846592687378,0.7893207669258118
8,0.26338791716658755,0.8971695303916931,0.6604365486620871,0.8046875
9,0.22199036780878278,0.9323998689651489,0.575022997042118,0.813339352607727
10,0.23697627019232492,0.89897620677948,0.5640234089464196,0.8343233466148376
11,0.26492379770441177,0.866004228591919,0.560068496495239,0.8184400796890259
12,0.247622977768359,0.8952122926712036,0.5486667155295857,0.8242510557174683
13,0.22819244579822318,0.928033709526062,0.5679290680414881,0.821151852607727
14,0.13836135906614622,0.9585968255996704,0.5300653592552528,0.8344524502754211
15,0.20704484112881566,0.9229148030281067,0.5597245272341346,0.8339359760284424
16,0.19296915276838117,0.9354110360145569,0.5022151105352177,0.8322572112083435
17,0.21620322473165465,0.9290876388549805,0.5356143685904416,0.835098147392273
18,0.15133864637851285,0.9474555850028992,0.5390016068973817,0.8420067429542542
19,0.1895250906964197,0.9465522170066833,0.4697005946712553,0.8416193127632141
20,0.11537554433181751,0.9638662934303284,0.45278826599155575,0.8490444421768188
21,0.14704461265394608,0.952273428440094,0.459229271766568,0.8559529781341553
22,0.14822124454701244,0.96793133020401,0.4986363450788762,0.8463326692581177
23,0.16662394970395197,0.9379705190658569,0.7125179057340484,0.8501420617103577
24,0.14598386524510434,0.9581451416015625,0.5182153066266174,0.8409736752510071
25,0.14755228663004152,0.9573923349380493,0.48806633150651435,0.8490444421768188
26,0.14583178849212738,0.9619090557098389,0.5303192221490313,0.8453641533851624
27,0.13574247076115814,0.9602529406547546,0.40385285949657773,0.8482696413993835
28,0.16177671443299693,0.9563384652137756,0.48880262922280093,0.8474302887916565
29,0.1354127631098418,0.9519723057746887,0.4729278248942588,0.8562757968902588
30,0.25465197319619737,0.8867810964584351,0.43400873431612635,0.8608600497245789
31,0.1407499758684287,0.9596506953239441,0.5227551651148756,0.8565986752510071
32,0.18859409564672483,0.9361637830734253,0.45057441050971836,0.8608600497245789
33,0.13770868733090041,0.957542896270752,0.4602569280392375,0.8504648804664612
34,0.14660329013632134,0.9486600160598755,0.4746348152999297,0.8550490736961365
35,0.1402665802115814,0.9637157320976257,0.41262490314639305,0.8657670617103577
36,0.13574106826844326,0.9646191000938416,0.4250008028523981,0.860214352607727
37,0.12254295658765518,0.9655224084854126,0.494718255182682,0.86337810754776
38,0.14299014512672728,0.9557362198829651,0.44831964592179974,0.8576962947845459
39,0.16635010408075485,0.9707919359207153,0.4281305653497207,0.8635072112083435
40,0.1391704852831037,0.9616079330444336,0.43419139311949084,0.8610537052154541
41,0.16376906253781098,0.9598012566566467,0.5185881382978159,0.8584710955619812
42,0.1212506047759886,0.9694369435310364,0.4980344079003846,0.8604726195335388
43,0.12384354339750443,0.9628124237060547,0.5139572632091105,0.8595041036605835
44,0.1327115866711469,0.961457371711731,0.41879517914465636,0.8615702390670776
45,0.11031640409633575,0.970942497253418,0.38663088949012364,0.8649277091026306
46,0.1585784944913467,0.9694369435310364,0.41429523304720556,0.8578253984451294
47,0.11865978774487596,0.9692863821983337,0.381533779511767,0.8626678586006165
48,0.11524677937202553,0.9730502963066101,0.5258102708242156,0.859375
49,0.16876440420769237,0.96537184715271,0.4121457679151011,0.8641529083251953
50,0.111388527644359,0.9667268991470337,0.4771377550792103,0.8626678586006165
51,0.11204242725592714,0.9700391292572021,0.41127609593932296,0.8708677887916565
52,0.12413049088575079,0.9689852595329285,0.3752191328743765,0.8671875
53,0.14011855208525562,0.9701896905899048,0.3725078554500726,0.8672520518302917
54,0.10199894726464849,0.9716952443122864,0.41931679703233654,0.8655733466148376
55,0.1490036097681332,0.9604035019874573,0.4056196460915991,0.8654442429542542
56,0.11675739621598295,0.9682324528694153,0.37868460541791166,0.8650568127632141
