,val_loss,val_gender_loss,val_age_loss,val_gender_accuracy,val_age_accuracy,loss,gender_loss,age_loss,gender_accuracy,age_accuracy
0,9.277630867996836,0.6136444807052612,4.041357040405273,0.7077687382698059,0.04471544548869133,11.556603040725856,1.2775506973266602,5.378758430480957,0.5434083342552185,0.022357314825057983
1,8.704128873595916,0.5876350402832031,4.028248310089111,0.7077687382698059,0.04155375063419342,9.005550206665824,0.6077938675880432,4.049663066864014,0.7020699381828308,0.0365755632519722
2,8.215408892058637,0.5701134204864502,4.034939765930176,0.7163504958152771,0.036133695393800735,8.478403923979142,0.5919104814529419,4.0446648597717285,0.7012660503387451,0.03953979164361954
3,7.801943561033612,0.5687877535820007,4.041555881500244,0.7448057532310486,0.03297199681401253,7.990757911534938,0.5648224353790283,4.030550003051758,0.7192524075508118,0.03858520835638046
4,7.3233583819898485,0.4970839321613312,4.001920223236084,0.7601625919342041,0.028003612533211708,7.590686485315059,0.5557966828346252,4.033177375793457,0.7282455563545227,0.03717845678329468
5,6.993964307676486,0.49182674288749695,4.00221586227417,0.7560975551605225,0.028455285355448723,7.212170460599795,0.5378156304359436,4.019713401794434,0.743971049785614,0.03582194447517395
6,6.646815842298527,0.45892247557640076,3.974994659423828,0.7949413061141968,0.045167118310928345,6.887801352037878,0.5282992124557495,4.010507583618164,0.7506531476974487,0.03818327933549881
7,6.34251520067265,0.4250672161579132,3.955838441848755,0.8211382031440735,0.04155375063419342,6.581954687737959,0.5074520111083984,3.994515895843506,0.7665293216705322,0.040494371205568314
8,6.0996307379077335,0.40038570761680603,3.9557864665985107,0.8229448795318604,0.044263776391744614,6.313781614088936,0.48644277453422546,3.9840381145477295,0.787128210067749,0.03953979164361954
9,5.89612587228377,0.3794189393520355,3.9725515842437744,0.8414633870124817,0.04245709255337715,6.069309421674232,0.459166944026947,3.975083827972412,0.8037580251693726,0.0365755632519722
10,5.656557963146427,0.33482205867767334,3.9458444118499756,0.8654019832611084,0.0379403792321682,5.851500221387367,0.43690210580825806,3.962897300720215,0.8161173462867737,0.0415494367480278
11,5.440174756657464,0.296709805727005,3.9212682247161865,0.8794037699699402,0.04200541973114014,5.666421242465543,0.41700002551078796,3.958930492401123,0.8326467275619507,0.037680868059396744
12,5.350615978671714,0.3191062808036804,3.9370665550231934,0.8712736964225769,0.0438121035695076,5.496907257190471,0.39791780710220337,3.950925827026367,0.8487238883972168,0.039288584142923355
13,5.125816277587532,0.2560664713382721,3.8990700244903564,0.9006323218345642,0.03748870640993118,5.347589152418916,0.3829752504825592,3.9419703483581543,0.857968270778656,0.03858520835638046
14,5.014276438612279,0.25961995124816895,3.8858580589294434,0.8997290134429932,0.0438121035695076,5.213674345967087,0.3764123320579529,3.924865484237671,0.8597266674041748,0.04220257326960564
15,4.893506973201128,0.2522779107093811,3.862278938293457,0.8965672850608826,0.04787714406847954,5.084083071858936,0.3565216362476349,3.9117650985717773,0.871432900428772,0.04220257326960564
16,4.738503586632127,0.219386026263237,3.8189570903778076,0.924119234085083,0.04787714406847954,4.982563606795774,0.35224711894989014,3.8994245529174805,0.874849259853363,0.04335811734199524
17,4.887209970884315,0.2764025330543518,3.9769887924194336,0.8879855275154114,0.04471544548869133,4.879939052452995,0.34066805243492126,3.88266921043396,0.8797226548194885,0.04581993445754051
18,4.6415024029853225,0.22912216186523438,3.8429713249206543,0.9191508293151855,0.04471544548869133,4.794458524973829,0.3350524306297302,3.8679819107055664,0.8832395672798157,0.04265474155545235
19,4.590835549536329,0.23724424839019775,3.834700345993042,0.9110207557678223,0.04336043447256088,4.722687573294931,0.32632961869239807,3.8620338439941406,0.8904240131378174,0.042956188321113586
20,4.501708590672052,0.2197246551513672,3.8159942626953125,0.9236675500869751,0.05058717355132103,4.650990977547943,0.32331913709640503,3.843158483505249,0.8913283944129944,0.04617162421345711
21,4.374768063735617,0.19681596755981445,3.7483510971069336,0.9290876388549805,0.0438121035695076,4.583681440813365,0.3152087330818176,3.827012300491333,0.8962520360946655,0.044865354895591736
22,4.369547152583838,0.19227905571460724,3.779845714569092,0.9263775944709778,0.04290876165032387,4.537831881421939,0.3132396340370178,3.8209707736968994,0.8971061110496521,0.045769695192575455
23,4.486011257878056,0.19372336566448212,3.9342041015625,0.9313459992408752,0.036133695393800735,4.483646251764328,0.3075012266635895,3.805087089538574,0.8992162346839905,0.0483822338283062
24,4.285806975282843,0.20838791131973267,3.7417590618133545,0.922764241695404,0.04697380214929581,4.424839951984369,0.29823237657546997,3.7840137481689453,0.9048935174942017,0.04833199456334114
25,4.144960707980658,0.16482748091220856,3.6678762435913086,0.9381210207939148,0.03839205205440521,4.379394917626089,0.28986087441444397,3.77182936668396,0.9080587029457092,0.046071141958236694
26,4.169888269825895,0.17001424729824066,3.712251901626587,0.9390243887901306,0.050135500729084015,4.345714468281368,0.29224592447280884,3.7571656703948975,0.9081591367721558,0.050643086433410645
27,4.095391662678637,0.1472540646791458,3.675380229949951,0.945347785949707,0.04832881689071655,4.304076596088348,0.2842361330986023,3.7418384552001953,0.9125803709030151,0.05345659330487251
28,4.128796667049032,0.17699378728866577,3.6879940032958984,0.9345076680183411,0.04878048598766327,4.279725611401524,0.2829405963420868,3.7345187664031982,0.9151426553726196,0.05159766972064972
29,4.157003198320411,0.15616804361343384,3.7523276805877686,0.9408310651779175,0.04245709255337715,4.237664968637792,0.2753094434738159,3.713534355163574,0.9168006181716919,0.05466238036751747
