,val_loss,val_accuracy,loss,accuracy
0,4.544526309214669,0.037187594920396805,4.581070567137443,0.03284718468785286
1,4.112964766243071,0.039897620677948,4.404907657119129,0.04020392522215843
2,3.921372280965114,0.03839205205440521,3.9890595362490457,0.04072018712759018
3,3.7767769533695494,0.05133995786309242,3.8331368660028287,0.04730252921581268
4,3.6777960152124933,0.04832881689071655,3.6997303014941356,0.05259421840310097
5,3.617275530083716,0.05239385738968849,3.593672309268918,0.06646876782178879
6,3.5651857893138863,0.05133995786309242,3.5256138049762273,0.06840474903583527
7,3.540815712205978,0.05329719930887222,3.4707719320849653,0.0764068141579628
8,3.5277885152287816,0.04938271641731262,3.426932145469756,0.08027878403663635
9,3.5023892053600107,0.057964470237493515,3.3827428340173347,0.0906040295958519
10,3.499128861730266,0.055103883147239685,3.34873809331954,0.09750903397798538
11,3.492322592590272,0.05630834028124809,3.3108280644197716,0.10170366615056992
12,3.4872207171369194,0.058115024119615555,3.277296653899201,0.10893134027719498
13,3.480206920166613,0.061878953129053116,3.2481553457296566,0.11693340539932251
14,3.484469281948679,0.05781391263008118,3.2218113804700512,0.12364481389522552
15,3.4921329556298306,0.05676001310348511,3.1829110649238865,0.13558337092399597
16,3.4903129533413337,0.055103883147239685,3.1546889899868784,0.13732576370239258
17,3.493927606722204,0.05736223980784416,3.11953041574422,0.1500387191772461
18,3.4916115920610435,0.062180064618587494,3.0883759971002234,0.15920238196849823
19,3.5010785670999804,0.05645889788866043,3.0492484005813325,0.1658492535352707
